cohort_status	stable_id	fold
FINAL_WORKFLOW_SPECIFIC	ENST00000394077	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394125	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394133	1
FINAL_WORKFLOW_SPECIFIC	ENST00000394142	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394186	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394213	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394223	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394228	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394231	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394236	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394249	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394272	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394290	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394305	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394308	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394309	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394323	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394332	1
FINAL_WORKFLOW_SPECIFIC	ENST00000394333	1
FINAL_WORKFLOW_SPECIFIC	ENST00000394349	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394431	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394434	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394440	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394456	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394485	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394540	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394580	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394593	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394600	1
FINAL_WORKFLOW_SPECIFIC	ENST00000394601	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394609	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394631	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394641	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394642	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394665	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394667	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394668	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394673	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394679	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394689	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394701	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394714	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394765	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394795	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394799	1
FINAL_WORKFLOW_SPECIFIC	ENST00000394801	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394803	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394804	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394833	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394847	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394867	4
FINAL_WORKFLOW_SPECIFIC	ENST00000394878	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394883	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394886	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394908	0
FINAL_WORKFLOW_SPECIFIC	ENST00000394920	1
FINAL_WORKFLOW_SPECIFIC	ENST00000394934	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394935	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394936	2
FINAL_WORKFLOW_SPECIFIC	ENST00000394938	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394963	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394971	3
FINAL_WORKFLOW_SPECIFIC	ENST00000394975	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395006	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395032	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395044	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395047	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395068	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395098	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395109	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395119	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395123	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395124	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395131	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395134	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395149	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395159	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395236	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395240	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395248	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395256	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395284	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395319	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395321	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395330	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395347	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395348	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395377	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395384	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395405	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395422	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395425	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395439	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395458	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395479	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395484	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395517	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395535	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395548	3
FINAL_WORKFLOW_SPECIFIC	ENST00000395565	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395566	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395569	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395573	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395587	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395633	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395659	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395663	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395701	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395719	0
FINAL_WORKFLOW_SPECIFIC	ENST00000395748	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395787	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395788	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395789	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395823	2
FINAL_WORKFLOW_SPECIFIC	ENST00000395833	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395837	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395839	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395850	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395881	1
FINAL_WORKFLOW_SPECIFIC	ENST00000395892	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395938	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395948	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395956	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395957	4
FINAL_WORKFLOW_SPECIFIC	ENST00000395958	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396014	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396020	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396021	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396024	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396033	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396049	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396059	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396060	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396061	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396062	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396063	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396064	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396070	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396075	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396076	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396131	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396148	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396153	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396172	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396183	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396185	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396192	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396203	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396207	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396209	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396210	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396222	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396225	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396265	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396276	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396307	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396384	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396386	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396387	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396389	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396394	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396401	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396448	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396465	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396466	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396467	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396503	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396512	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396521	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396525	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396526	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396527	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396599	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396603	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396610	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396618	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396651	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396662	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396663	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396664	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396680	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396682	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396690	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396707	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396713	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396735	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396737	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396779	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396809	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396820	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396821	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396828	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396856	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396858	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396859	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396861	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396863	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396895	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396914	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396925	2
FINAL_WORKFLOW_SPECIFIC	ENST00000396953	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396957	4
FINAL_WORKFLOW_SPECIFIC	ENST00000396969	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396973	3
FINAL_WORKFLOW_SPECIFIC	ENST00000396974	0
FINAL_WORKFLOW_SPECIFIC	ENST00000396978	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396979	1
FINAL_WORKFLOW_SPECIFIC	ENST00000396982	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397011	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397086	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397100	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397109	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397111	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397133	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397226	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397239	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397261	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397276	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397281	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397294	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397297	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397298	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397300	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397318	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397334	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397344	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397375	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397381	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397390	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397416	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397420	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397421	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397426	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397456	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397467	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397492	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397496	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397505	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397511	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397561	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397572	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397592	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397622	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397664	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397665	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397666	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397676	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397717	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397722	0
FINAL_WORKFLOW_SPECIFIC	ENST00000397764	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397777	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397797	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397806	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397817	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397826	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397876	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397885	4
FINAL_WORKFLOW_SPECIFIC	ENST00000397886	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397887	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397898	1
FINAL_WORKFLOW_SPECIFIC	ENST00000397967	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397970	2
FINAL_WORKFLOW_SPECIFIC	ENST00000397972	3
FINAL_WORKFLOW_SPECIFIC	ENST00000397973	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398030	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398033	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398073	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398092	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398110	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398136	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398137	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398148	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398153	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398158	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398160	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398163	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398165	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398168	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398169	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398190	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398219	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398259	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398344	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398409	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398411	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398422	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398529	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398541	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398576	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398603	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398606	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398712	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398733	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398734	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398740	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398741	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398743	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398752	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398761	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398822	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398835	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398873	4
FINAL_WORKFLOW_SPECIFIC	ENST00000398881	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398884	1
FINAL_WORKFLOW_SPECIFIC	ENST00000398944	2
FINAL_WORKFLOW_SPECIFIC	ENST00000398947	3
FINAL_WORKFLOW_SPECIFIC	ENST00000398958	0
FINAL_WORKFLOW_SPECIFIC	ENST00000398988	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399021	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399022	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399027	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399032	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399075	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399098	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399102	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399103	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399133	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399148	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399199	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399213	1
FINAL_WORKFLOW_SPECIFIC	ENST00000399219	1
FINAL_WORKFLOW_SPECIFIC	ENST00000399253	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399312	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399343	1
FINAL_WORKFLOW_SPECIFIC	ENST00000399402	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399415	3
FINAL_WORKFLOW_SPECIFIC	ENST00000399433	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399435	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399461	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399489	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399494	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399515	3
FINAL_WORKFLOW_SPECIFIC	ENST00000399523	1
FINAL_WORKFLOW_SPECIFIC	ENST00000399532	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399556	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399562	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399568	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399683	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399688	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399696	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399728	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399794	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399796	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399798	2
FINAL_WORKFLOW_SPECIFIC	ENST00000399808	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399815	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399817	4
FINAL_WORKFLOW_SPECIFIC	ENST00000399822	0
FINAL_WORKFLOW_SPECIFIC	ENST00000399838	4
FINAL_WORKFLOW_SPECIFIC	ENST00000400000	3
FINAL_WORKFLOW_SPECIFIC	ENST00000400033	2
FINAL_WORKFLOW_SPECIFIC	ENST00000400087	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400090	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400093	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400094	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400099	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400137	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400175	2
FINAL_WORKFLOW_SPECIFIC	ENST00000400181	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400198	4
FINAL_WORKFLOW_SPECIFIC	ENST00000400217	3
FINAL_WORKFLOW_SPECIFIC	ENST00000400245	1
FINAL_WORKFLOW_SPECIFIC	ENST00000400247	1
FINAL_WORKFLOW_SPECIFIC	ENST00000400259	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400477	3
FINAL_WORKFLOW_SPECIFIC	ENST00000400479	1
FINAL_WORKFLOW_SPECIFIC	ENST00000400564	3
FINAL_WORKFLOW_SPECIFIC	ENST00000400566	3
FINAL_WORKFLOW_SPECIFIC	ENST00000400593	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400751	1
FINAL_WORKFLOW_SPECIFIC	ENST00000400754	3
FINAL_WORKFLOW_SPECIFIC	ENST00000400770	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400830	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400889	1
FINAL_WORKFLOW_SPECIFIC	ENST00000400903	0
FINAL_WORKFLOW_SPECIFIC	ENST00000400935	2
FINAL_WORKFLOW_SPECIFIC	ENST00000400984	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401030	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401075	1
FINAL_WORKFLOW_SPECIFIC	ENST00000401406	3
FINAL_WORKFLOW_SPECIFIC	ENST00000401418	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401419	0
FINAL_WORKFLOW_SPECIFIC	ENST00000401447	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401473	0
FINAL_WORKFLOW_SPECIFIC	ENST00000401483	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401543	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401558	0
FINAL_WORKFLOW_SPECIFIC	ENST00000401609	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401675	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401695	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401715	0
FINAL_WORKFLOW_SPECIFIC	ENST00000401722	3
FINAL_WORKFLOW_SPECIFIC	ENST00000401730	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401811	3
FINAL_WORKFLOW_SPECIFIC	ENST00000401830	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401872	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401879	2
FINAL_WORKFLOW_SPECIFIC	ENST00000401893	1
FINAL_WORKFLOW_SPECIFIC	ENST00000401954	4
FINAL_WORKFLOW_SPECIFIC	ENST00000401959	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402023	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402029	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402039	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402069	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402089	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402092	3
FINAL_WORKFLOW_SPECIFIC	ENST00000402116	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402131	0
FINAL_WORKFLOW_SPECIFIC	ENST00000402136	0
FINAL_WORKFLOW_SPECIFIC	ENST00000402237	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402252	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402285	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402289	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402297	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402326	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402367	0
FINAL_WORKFLOW_SPECIFIC	ENST00000402380	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402406	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402419	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402434	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402458	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402485	3
FINAL_WORKFLOW_SPECIFIC	ENST00000402520	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402527	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402580	0
FINAL_WORKFLOW_SPECIFIC	ENST00000402643	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402697	0
FINAL_WORKFLOW_SPECIFIC	ENST00000402743	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402752	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402798	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402849	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402868	1
FINAL_WORKFLOW_SPECIFIC	ENST00000402896	2
FINAL_WORKFLOW_SPECIFIC	ENST00000402913	4
FINAL_WORKFLOW_SPECIFIC	ENST00000402924	4
FINAL_WORKFLOW_SPECIFIC	ENST00000403105	2
FINAL_WORKFLOW_SPECIFIC	ENST00000403133	2
FINAL_WORKFLOW_SPECIFIC	ENST00000403160	3
FINAL_WORKFLOW_SPECIFIC	ENST00000403162	1
FINAL_WORKFLOW_SPECIFIC	ENST00000403172	1
FINAL_WORKFLOW_SPECIFIC	ENST00000403184	0
FINAL_WORKFLOW_SPECIFIC	ENST00000403230	1
FINAL_WORKFLOW_SPECIFIC	ENST00000403251	3
FINAL_WORKFLOW_SPECIFIC	ENST00000403313	1
FINAL_WORKFLOW_SPECIFIC	ENST00000403425	0
FINAL_WORKFLOW_SPECIFIC	ENST00000403433	4
FINAL_WORKFLOW_SPECIFIC	ENST00000403441	0
FINAL_WORKFLOW_SPECIFIC	ENST00000403475	4
FINAL_WORKFLOW_SPECIFIC	ENST00000403490	3
FINAL_WORKFLOW_SPECIFIC	ENST00000403532	4
FINAL_WORKFLOW_SPECIFIC	ENST00000403538	3
