status	stable_id	sequence_cluster_id	fold
FROZEN_PHASE3D	ENST00000336735	SC41c3bdf2cede	3
FROZEN_PHASE3D	ENST00000336755	SCb349031f9d2f	0
FROZEN_PHASE3D	ENST00000336767	SC549ac31c3dc0	1
FROZEN_PHASE3D	ENST00000336787	SCe6cc2e08fb37	3
FROZEN_PHASE3D	ENST00000336812	SCeee226c58b2e	4
FROZEN_PHASE3D	ENST00000336906	SCb07a3f085b04	3
FROZEN_PHASE3D	ENST00000337003	SCb1d1b0daa0c8	1
FROZEN_PHASE3D	ENST00000337004	SC322ac13dbee7	4
FROZEN_PHASE3D	ENST00000337109	SC8b19b39f8507	3
FROZEN_PHASE3D	ENST00000337132	SC9735b6c830b3	2
FROZEN_PHASE3D	ENST00000337147	SCd96259e2a160	0
FROZEN_PHASE3D	ENST00000337198	SC3f05be944f08	0
FROZEN_PHASE3D	ENST00000337288	SCc6825b89e25f	2
FROZEN_PHASE3D	ENST00000337304	SC84d1aff718f3	3
FROZEN_PHASE3D	ENST00000337338	SCdd0f4815e834	4
FROZEN_PHASE3D	ENST00000337354	SCa26a4530d4ea	3
FROZEN_PHASE3D	ENST00000337387	SC0261605e6de1	1
FROZEN_PHASE3D	ENST00000337526	SC02c40f6bd35c	4
FROZEN_PHASE3D	ENST00000337554	SC922bf4903fa8	4
FROZEN_PHASE3D	ENST00000337619	SCbdafffb0970c	3
FROZEN_PHASE3D	ENST00000337620	SCc5b5bb90b1f7	2
FROZEN_PHASE3D	ENST00000337679	SC1e9b3d28d9d3	1
FROZEN_PHASE3D	ENST00000337682	SC8d435a9face8	4
FROZEN_PHASE3D	ENST00000337859	SC300df0786e33	2
FROZEN_PHASE3D	ENST00000337908	SC9acc952886b4	2
FROZEN_PHASE3D	ENST00000337910	SC55621ff58660	4
FROZEN_PHASE3D	ENST00000337943	SC45b105b2545a	1
FROZEN_PHASE3D	ENST00000337970	SC8d2d5afa86fa	1
FROZEN_PHASE3D	ENST00000337979	SCad65b7c5d76e	0
FROZEN_PHASE3D	ENST00000338110	SCab1e1c988dac	3
FROZEN_PHASE3D	ENST00000338130	SC9ea5f13f9a4b	4
FROZEN_PHASE3D	ENST00000338145	SCfd7d61563409	4
FROZEN_PHASE3D	ENST00000338148	SCc08720b85953	3
FROZEN_PHASE3D	ENST00000338167	SC32e3102d3b9a	3
FROZEN_PHASE3D	ENST00000338179	SC4e7dc10dd01a	4
FROZEN_PHASE3D	ENST00000338193	SCa430dd60fbb8	3
FROZEN_PHASE3D	ENST00000338272	SCec568c532f6f	0
FROZEN_PHASE3D	ENST00000338338	SC2e3918b20097	0
FROZEN_PHASE3D	ENST00000338369	SC18a50d232165	0
FROZEN_PHASE3D	ENST00000338370	SC2e3918b20097	0
FROZEN_PHASE3D	ENST00000338401	SC5ac7491705e0	3
FROZEN_PHASE3D	ENST00000338402	SCb96f29ca8a6e	2
FROZEN_PHASE3D	ENST00000338435	SCf09efa5adef6	4
FROZEN_PHASE3D	ENST00000338560	SC5caa1b4dac16	2
FROZEN_PHASE3D	ENST00000338591	SC2d6b62e73fe8	1
FROZEN_PHASE3D	ENST00000338639	SC0a42da6599ef	0
FROZEN_PHASE3D	ENST00000338663	SC44f52deffda8	3
FROZEN_PHASE3D	ENST00000338825	SC22247ab9e7a2	0
FROZEN_PHASE3D	ENST00000338970	SCe77d11736543	0
FROZEN_PHASE3D	ENST00000338972	SCe98cdbffaf12	0
FROZEN_PHASE3D	ENST00000339020	SC73b11f915a2a	0
FROZEN_PHASE3D	ENST00000339083	SCbe762edbb623	4
FROZEN_PHASE3D	ENST00000339091	SC3be461e9b987	3
FROZEN_PHASE3D	ENST00000339093	SC0ff02081b4aa	2
FROZEN_PHASE3D	ENST00000339399	SCda5e585bd7e5	1
FROZEN_PHASE3D	ENST00000339413	SC1e9b3d28d9d3	1
FROZEN_PHASE3D	ENST00000339436	SCd452baae58c4	1
FROZEN_PHASE3D	ENST00000339438	SC982987f962e5	2
FROZEN_PHASE3D	ENST00000339463	SCaeac177422a3	1
FROZEN_PHASE3D	ENST00000339471	SCcdbe5c4bcc69	1
FROZEN_PHASE3D	ENST00000339526	SC2ef10d8fb963	4
FROZEN_PHASE3D	ENST00000339556	SC7e93d794ce00	2
FROZEN_PHASE3D	ENST00000339594	SCf86dce296704	3
FROZEN_PHASE3D	ENST00000339600	SC18a9ff25dd46	4
FROZEN_PHASE3D	ENST00000339624	SC996d1fcccb77	0
FROZEN_PHASE3D	ENST00000339643	SC7c21441ab994	0
FROZEN_PHASE3D	ENST00000339647	SC2e2628b012b9	0
FROZEN_PHASE3D	ENST00000339697	SCc9668fdc0c68	3
FROZEN_PHASE3D	ENST00000339812	SC4ade2cd63deb	4
FROZEN_PHASE3D	ENST00000339872	SCa6084e1f6a50	2
FROZEN_PHASE3D	ENST00000339950	SC36bb53c266ee	0
FROZEN_PHASE3D	ENST00000339995	SC054af09a3a09	0
FROZEN_PHASE3D	ENST00000339997	SCeb8b8eb37189	0
FROZEN_PHASE3D	ENST00000340020	SC2b402317c096	2
FROZEN_PHASE3D	ENST00000340170	SC2a9b6b134456	2
FROZEN_PHASE3D	ENST00000340192	SCc931799f4ef9	3
FROZEN_PHASE3D	ENST00000340309	SCef910da485d7	2
FROZEN_PHASE3D	ENST00000340342	SCd6dce0d7d7a5	1
FROZEN_PHASE3D	ENST00000340353	SC948edeeb27ae	1
FROZEN_PHASE3D	ENST00000340368	SC425f69c46a6e	4
FROZEN_PHASE3D	ENST00000340384	SC9c4295ed08b5	1
FROZEN_PHASE3D	ENST00000340385	SCbdc381588cca	1
FROZEN_PHASE3D	ENST00000340398	SCa075f38533c0	1
FROZEN_PHASE3D	ENST00000340413	SC9db286cd2b20	0
FROZEN_PHASE3D	ENST00000340450	SC0045180f9321	4
FROZEN_PHASE3D	ENST00000340473	SC5d37a37720b7	4
FROZEN_PHASE3D	ENST00000340513	SC5b9a1afb1ddc	2
FROZEN_PHASE3D	ENST00000340541	SC063c4cb9a538	3
FROZEN_PHASE3D	ENST00000340600	SCed00389b8ef5	4
FROZEN_PHASE3D	ENST00000340623	SC22a635ecc4ee	0
FROZEN_PHASE3D	ENST00000340697	SC0dcadaf4528c	4
FROZEN_PHASE3D	ENST00000340766	SC8532aa327a76	0
FROZEN_PHASE3D	ENST00000340828	SC9997a2a6d72e	3
FROZEN_PHASE3D	ENST00000340852	SC90bcb663cb12	4
FROZEN_PHASE3D	ENST00000340900	SC1500e83ea715	2
FROZEN_PHASE3D	ENST00000340913	SCc2b521e6f126	1
FROZEN_PHASE3D	ENST00000340941	SC51b32313c4cc	0
FROZEN_PHASE3D	ENST00000340990	SCa160530373c8	3
FROZEN_PHASE3D	ENST00000340992	SCebceb3d361a9	0
FROZEN_PHASE3D	ENST00000341105	SCefede5475fcc	4
FROZEN_PHASE3D	ENST00000341165	SCa8756557ca49	3
FROZEN_PHASE3D	ENST00000341209	SC8d6418536d64	1
FROZEN_PHASE3D	ENST00000341267	SC00843243708f	2
FROZEN_PHASE3D	ENST00000341298	SCbc8456eb9783	0
FROZEN_PHASE3D	ENST00000341307	SCeb8b8eb37189	0
FROZEN_PHASE3D	ENST00000341356	SC4290f3cba296	2
FROZEN_PHASE3D	ENST00000341369	SC5b999aa4f422	2
FROZEN_PHASE3D	ENST00000341372	SCbd78e4433a6f	1
FROZEN_PHASE3D	ENST00000341376	SCef459c2195f5	4
FROZEN_PHASE3D	ENST00000341394	SC72abf874a065	3
FROZEN_PHASE3D	ENST00000341423	SCa6084e1f6a50	2
FROZEN_PHASE3D	ENST00000341426	SC220f24e86659	2
FROZEN_PHASE3D	ENST00000341485	SCbd78e4433a6f	1
FROZEN_PHASE3D	ENST00000341541	SC6178d890dd0e	3
FROZEN_PHASE3D	ENST00000341567	SCa08f6eed6315	1
FROZEN_PHASE3D	ENST00000341694	SCe17e1be7b786	4
FROZEN_PHASE3D	ENST00000341698	SCef910da485d7	2
FROZEN_PHASE3D	ENST00000341753	SCd55568ce7048	1
FROZEN_PHASE3D	ENST00000341756	SC711181f3c46f	3
FROZEN_PHASE3D	ENST00000341864	SC333e214f7f50	4
FROZEN_PHASE3D	ENST00000341942	SC6a1d43b8ac4b	1
FROZEN_PHASE3D	ENST00000341991	SC220f24e86659	2
FROZEN_PHASE3D	ENST00000342018	SC9a8439da73c2	4
FROZEN_PHASE3D	ENST00000342020	SCd6dce0d7d7a5	1
FROZEN_PHASE3D	ENST00000342166	SC00f4cdf71d05	4
FROZEN_PHASE3D	ENST00000342192	SCb69c431c8d18	3
FROZEN_PHASE3D	ENST00000342206	SC9ab3fa56ba4a	0
FROZEN_PHASE3D	ENST00000342308	SC5d5aee2dbd62	3
FROZEN_PHASE3D	ENST00000342312	SCa191fbf8961d	2
FROZEN_PHASE3D	ENST00000342348	SC220f24e86659	2
FROZEN_PHASE3D	ENST00000342374	SC898e9f815ce7	3
FROZEN_PHASE3D	ENST00000342422	SC391b48175ab3	2
FROZEN_PHASE3D	ENST00000342454	SC792e651fdb0c	3
FROZEN_PHASE3D	ENST00000342480	SC15d8fbc522bb	1
FROZEN_PHASE3D	ENST00000342505	SC57494050e4b2	0
FROZEN_PHASE3D	ENST00000342555	SC590c3b118e2f	4
FROZEN_PHASE3D	ENST00000342665	SC9939a131f016	1
FROZEN_PHASE3D	ENST00000342669	SC0d729a536102	3
FROZEN_PHASE3D	ENST00000342690	SCf3f477fea99b	1
FROZEN_PHASE3D	ENST00000342741	SC3f958ed78512	3
FROZEN_PHASE3D	ENST00000342751	SC805dcd3345e3	0
FROZEN_PHASE3D	ENST00000342756	SC338a26e33224	3
FROZEN_PHASE3D	ENST00000342879	SCc51ede75e37a	1
FROZEN_PHASE3D	ENST00000342990	SCee43049be403	1
FROZEN_PHASE3D	ENST00000343023	SC0b230c761db2	2
FROZEN_PHASE3D	ENST00000343028	SCfb45e445f8e1	1
FROZEN_PHASE3D	ENST00000343043	SCb1e10e832c3f	0
FROZEN_PHASE3D	ENST00000343053	SC5294c8b3364d	1
FROZEN_PHASE3D	ENST00000343075	SCebb248d19c89	3
FROZEN_PHASE3D	ENST00000343106	SCfd7d61563409	4
FROZEN_PHASE3D	ENST00000343150	SCd6dce0d7d7a5	1
FROZEN_PHASE3D	ENST00000343231	SC54ff44492b9c	3
FROZEN_PHASE3D	ENST00000343255	SC321f4d5c4e3b	1
FROZEN_PHASE3D	ENST00000343262	SC84b447d8ae22	2
FROZEN_PHASE3D	ENST00000343380	SC84530101b5a5	0
FROZEN_PHASE3D	ENST00000343420	SC384147aea4f9	4
FROZEN_PHASE3D	ENST00000343450	SCa03463cd6528	0
FROZEN_PHASE3D	ENST00000343470	SCbf34a32211e6	4
FROZEN_PHASE3D	ENST00000343666	SC9280cc95d8e5	4
FROZEN_PHASE3D	ENST00000343677	SC6535d5371b47	2
FROZEN_PHASE3D	ENST00000343788	SC675abbf645ec	4
FROZEN_PHASE3D	ENST00000343810	SCb5470e2013a2	1
FROZEN_PHASE3D	ENST00000343813	SCf468240a6bc0	4
FROZEN_PHASE3D	ENST00000343818	SC7fe93d91202a	2
FROZEN_PHASE3D	ENST00000343823	SCaa99a05dea4a	4
FROZEN_PHASE3D	ENST00000343855	SCce7815c938bf	0
FROZEN_PHASE3D	ENST00000343968	SC9acc952886b4	2
FROZEN_PHASE3D	ENST00000343986	SC13482661528b	1
FROZEN_PHASE3D	ENST00000344034	SC20059a0398cc	4
FROZEN_PHASE3D	ENST00000344036	SC3efec4cfccac	1
FROZEN_PHASE3D	ENST00000344042	SC90bcb663cb12	4
FROZEN_PHASE3D	ENST00000344063	SC05c3e89a553a	0
FROZEN_PHASE3D	ENST00000344102	SC0f3def6ffb9d	2
FROZEN_PHASE3D	ENST00000344138	SCb9e823b1374f	1
FROZEN_PHASE3D	ENST00000344318	SCd29b2218a629	2
FROZEN_PHASE3D	ENST00000344347	SC58663ae52388	4
FROZEN_PHASE3D	ENST00000344357	SCb46a107b29d1	4
FROZEN_PHASE3D	ENST00000344517	SCf15f6e1a0043	4
FROZEN_PHASE3D	ENST00000344529	SC232af5bfa91c	3
FROZEN_PHASE3D	ENST00000344546	SC72929d2588a1	2
FROZEN_PHASE3D	ENST00000344548	SCf20383fb0e9e	0
FROZEN_PHASE3D	ENST00000344700	SC074971251754	4
FROZEN_PHASE3D	ENST00000344726	SC8b3d83e191a8	3
FROZEN_PHASE3D	ENST00000344756	SC425f69c46a6e	4
FROZEN_PHASE3D	ENST00000344785	SCf3f477fea99b	1
FROZEN_PHASE3D	ENST00000344795	SC391b48175ab3	2
FROZEN_PHASE3D	ENST00000344843	SCef858c3a53dc	2
FROZEN_PHASE3D	ENST00000344877	SCe0fcb95f5272	3
FROZEN_PHASE3D	ENST00000344921	SC23af6eb6c3a4	1
FROZEN_PHASE3D	ENST00000345003	SC74468ceafa6e	3
FROZEN_PHASE3D	ENST00000345042	SC9bb71c519417	0
FROZEN_PHASE3D	ENST00000345046	SC863a6f26c26c	4
FROZEN_PHASE3D	ENST00000345080	SC7a48cb9b4a12	2
FROZEN_PHASE3D	ENST00000345084	SCba5cdef6b54c	4
FROZEN_PHASE3D	ENST00000345125	SC485ef30e2fc4	3
FROZEN_PHASE3D	ENST00000345146	SC2773a8e0bab0	0
FROZEN_PHASE3D	ENST00000345415	SC225e04008317	4
FROZEN_PHASE3D	ENST00000345436	SC7da16043d9be	2
FROZEN_PHASE3D	ENST00000345496	SCbbe241dfd0c3	1
FROZEN_PHASE3D	ENST00000345506	SC7f91f254d537	1
FROZEN_PHASE3D	ENST00000345519	SC2e6d7b2f3327	4
FROZEN_PHASE3D	ENST00000345598	SC32e3102d3b9a	3
FROZEN_PHASE3D	ENST00000345807	SC035e0e80bd0e	1
FROZEN_PHASE3D	ENST00000345896	SC467c0173f68f	2
FROZEN_PHASE3D	ENST00000346178	SC79e1fb8d8ecf	4
FROZEN_PHASE3D	ENST00000346213	SCbb11aeb160df	0
FROZEN_PHASE3D	ENST00000346234	SCb7029d2605dd	0
FROZEN_PHASE3D	ENST00000346473	SC523bc47d1d9e	1
FROZEN_PHASE3D	ENST00000346495	SCbccdbb5b52d5	2
FROZEN_PHASE3D	ENST00000346806	SCc1aec61cba4f	0
FROZEN_PHASE3D	ENST00000346855	SC39c8dc4d6c94	0
FROZEN_PHASE3D	ENST00000346916	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000347067	SC09cae883ccdb	1
FROZEN_PHASE3D	ENST00000347159	SC8afda0dc879c	1
FROZEN_PHASE3D	ENST00000347262	SCe34d320e4ae3	4
FROZEN_PHASE3D	ENST00000347512	SCedfe0ad9228b	0
FROZEN_PHASE3D	ENST00000347587	SC7b0c1fd1d5bc	1
FROZEN_PHASE3D	ENST00000347617	SC43608c7f6177	0
FROZEN_PHASE3D	ENST00000347703	SC82a58b09ebd3	2
FROZEN_PHASE3D	ENST00000347770	SC3f05be944f08	0
FROZEN_PHASE3D	ENST00000347941	SCb37f4832abfc	0
FROZEN_PHASE3D	ENST00000348035	SC985a98d0a9ea	4
FROZEN_PHASE3D	ENST00000348108	SCa038fe817a78	1
FROZEN_PHASE3D	ENST00000348222	SCf89c5d0eeae7	2
FROZEN_PHASE3D	ENST00000348462	SC9658098c29d2	2
FROZEN_PHASE3D	ENST00000348495	SCae2ebbb0d145	3
FROZEN_PHASE3D	ENST00000348547	SC0a461e57ece2	2
FROZEN_PHASE3D	ENST00000348721	SC606e33c904dc	2
FROZEN_PHASE3D	ENST00000348943	SCb6c3b939e513	2
FROZEN_PHASE3D	ENST00000348956	SCe755c3e5bc14	1
FROZEN_PHASE3D	ENST00000349038	SCd93f5594e335	2
FROZEN_PHASE3D	ENST00000349139	SC19e66ed08d60	4
FROZEN_PHASE3D	ENST00000349157	SCad14eaae4595	3
FROZEN_PHASE3D	ENST00000349264	SCb167ce101feb	2
FROZEN_PHASE3D	ENST00000349299	SCe23433ab6063	1
FROZEN_PHASE3D	ENST00000349311	SCfd7d61563409	4
FROZEN_PHASE3D	ENST00000349379	SC5fccc8cc9ef8	0
FROZEN_PHASE3D	ENST00000349496	SC7819d2bebc5b	4
FROZEN_PHASE3D	ENST00000349606	SC1e2a974b8789	4
FROZEN_PHASE3D	ENST00000349718	SC77d734bb0726	0
FROZEN_PHASE3D	ENST00000349736	SCef2cffb72139	3
FROZEN_PHASE3D	ENST00000349777	SC3eedd1810265	0
FROZEN_PHASE3D	ENST00000349893	SCd3b1ca7976e2	2
FROZEN_PHASE3D	ENST00000350021	SC706c77a6f6a2	3
FROZEN_PHASE3D	ENST00000350028	SCf28903ef2456	0
FROZEN_PHASE3D	ENST00000350051	SC8694204550b5	2
FROZEN_PHASE3D	ENST00000350092	SCd93f5594e335	2
FROZEN_PHASE3D	ENST00000350303	SC3da073709cfa	4
FROZEN_PHASE3D	ENST00000350435	SCfd7d61563409	4
FROZEN_PHASE3D	ENST00000350498	SCe0564ef3a937	0
FROZEN_PHASE3D	ENST00000350592	SC65eeed7affe6	0
FROZEN_PHASE3D	ENST00000350605	SC6ab4c4335117	3
FROZEN_PHASE3D	ENST00000350608	SCc8101548f16d	0
FROZEN_PHASE3D	ENST00000350669	SC65898dd710cf	0
FROZEN_PHASE3D	ENST00000350697	SCa26a4530d4ea	3
FROZEN_PHASE3D	ENST00000350771	SCe23433ab6063	1
FROZEN_PHASE3D	ENST00000350995	SC94075fc1032f	1
FROZEN_PHASE3D	ENST00000350997	SC3f20625d5fe2	0
FROZEN_PHASE3D	ENST00000351018	SC4db18a9e8bcd	1
FROZEN_PHASE3D	ENST00000351079	SCd3b1ca7976e2	2
FROZEN_PHASE3D	ENST00000351111	SCd98b400cc04f	3
FROZEN_PHASE3D	ENST00000351137	SC7da16043d9be	2
FROZEN_PHASE3D	ENST00000351193	SC01a34850bc75	2
FROZEN_PHASE3D	ENST00000351223	SC3c97a06eee8d	2
FROZEN_PHASE3D	ENST00000351328	SC01e6ac1461de	3
FROZEN_PHASE3D	ENST00000351450	SC33efed05c6d6	4
FROZEN_PHASE3D	ENST00000351486	SC011b3e422005	0
FROZEN_PHASE3D	ENST00000351500	SC8774b925b81e	1
FROZEN_PHASE3D	ENST00000351554	SC48f22ed9ec7e	1
FROZEN_PHASE3D	ENST00000351677	SC8f7491a65d0b	3
FROZEN_PHASE3D	ENST00000351698	SC9a4283716191	1
FROZEN_PHASE3D	ENST00000351829	SC0a7470ccc3b1	0
FROZEN_PHASE3D	ENST00000351839	SC3b933c9c2d50	2
FROZEN_PHASE3D	ENST00000351986	SC1a0d7321e3e3	3
FROZEN_PHASE3D	ENST00000352103	SC68772c5dfc59	0
FROZEN_PHASE3D	ENST00000352131	SCf2cfb2db14fc	1
FROZEN_PHASE3D	ENST00000352171	SCb46a1e6d3100	4
FROZEN_PHASE3D	ENST00000352178	SCb3519d5632fd	1
FROZEN_PHASE3D	ENST00000352187	SCa4f6185ba1f8	1
FROZEN_PHASE3D	ENST00000352203	SC66743def4e50	1
FROZEN_PHASE3D	ENST00000352222	SC1d60cfee8f28	2
FROZEN_PHASE3D	ENST00000352301	SC16ed46f409aa	1
FROZEN_PHASE3D	ENST00000352303	SC128bc8227417	4
FROZEN_PHASE3D	ENST00000352319	SCaff47ddc1989	2
FROZEN_PHASE3D	ENST00000352327	SC6178d890dd0e	3
FROZEN_PHASE3D	ENST00000352397	SCed983a05e1ea	0
FROZEN_PHASE3D	ENST00000352433	SC2d5370c3eb49	0
FROZEN_PHASE3D	ENST00000352435	SCb37f4832abfc	0
FROZEN_PHASE3D	ENST00000352456	SC26cb50e9a7d1	4
FROZEN_PHASE3D	ENST00000352480	SCfdec047779e3	4
FROZEN_PHASE3D	ENST00000352645	SC65c6e6312e8f	1
FROZEN_PHASE3D	ENST00000352861	SC114140cfd596	0
FROZEN_PHASE3D	ENST00000352957	SC1d40bbee4110	2
FROZEN_PHASE3D	ENST00000352983	SC88d335abf8b5	2
FROZEN_PHASE3D	ENST00000353047	SC485ef30e2fc4	3
FROZEN_PHASE3D	ENST00000353107	SC7aee6a1603c9	1
FROZEN_PHASE3D	ENST00000353214	SC4634eefa6d23	0
FROZEN_PHASE3D	ENST00000353245	SC7a682d86816b	4
FROZEN_PHASE3D	ENST00000353258	SCaa8f9f572e34	3
FROZEN_PHASE3D	ENST00000353341	SC16ed46f409aa	1
FROZEN_PHASE3D	ENST00000353555	SC351709e1a424	4
FROZEN_PHASE3D	ENST00000353689	SC4d7aac575a57	3
FROZEN_PHASE3D	ENST00000353703	SCcb44c6068914	3
FROZEN_PHASE3D	ENST00000353801	SC2a1a9481f480	0
FROZEN_PHASE3D	ENST00000353999	SC927245458eba	1
FROZEN_PHASE3D	ENST00000354056	SC98607d679d64	4
FROZEN_PHASE3D	ENST00000354147	SC33efed05c6d6	4
FROZEN_PHASE3D	ENST00000354171	SC368c4b36b3b8	2
FROZEN_PHASE3D	ENST00000354185	SCf07f380096fb	4
FROZEN_PHASE3D	ENST00000354193	SC60533a94d77a	3
FROZEN_PHASE3D	ENST00000354230	SC0b230c761db2	2
FROZEN_PHASE3D	ENST00000354250	SCa2a3652c4fe9	0
FROZEN_PHASE3D	ENST00000354258	SC5e91bd6241e6	2
FROZEN_PHASE3D	ENST00000354277	SCac35894a62ca	4
FROZEN_PHASE3D	ENST00000354293	SCc37b04bc77db	3
FROZEN_PHASE3D	ENST00000354336	SC8915871f6cc4	4
FROZEN_PHASE3D	ENST00000354359	SC5243fc133c00	0
FROZEN_PHASE3D	ENST00000354361	SC14147a4f1ef5	1
FROZEN_PHASE3D	ENST00000354473	SC9e51783a1d29	1
FROZEN_PHASE3D	ENST00000354480	SCab9dd13347bd	0
FROZEN_PHASE3D	ENST00000354488	SC5f4db7ef7e5a	3
FROZEN_PHASE3D	ENST00000354497	SCeb8b8eb37189	0
FROZEN_PHASE3D	ENST00000354503	SC9f70c5579013	3
FROZEN_PHASE3D	ENST00000354588	SCf94292bf5fc9	2
FROZEN_PHASE3D	ENST00000354618	SCba7c9e9fa247	2
FROZEN_PHASE3D	ENST00000354667	SC5c34f92cc6b5	1
FROZEN_PHASE3D	ENST00000354695	SC103035af151a	3
FROZEN_PHASE3D	ENST00000354702	SC7c21441ab994	0
FROZEN_PHASE3D	ENST00000354725	SCc743cc3735b1	2
FROZEN_PHASE3D	ENST00000354775	SC5a7deed03114	1
FROZEN_PHASE3D	ENST00000354811	SC8ac9564e0109	0
FROZEN_PHASE3D	ENST00000354831	SCb46a1e6d3100	4
FROZEN_PHASE3D	ENST00000354858	SC52914819399c	4
FROZEN_PHASE3D	ENST00000354895	SCf30962aa06ae	3
FROZEN_PHASE3D	ENST00000354910	SCe98de4aaf1ee	0
FROZEN_PHASE3D	ENST00000354915	SC47e06602d051	2
FROZEN_PHASE3D	ENST00000354926	SC27d34bf77cf7	4
FROZEN_PHASE3D	ENST00000354968	SCda1197bf0a63	3
FROZEN_PHASE3D	ENST00000355029	SC82f56235f1c4	2
FROZEN_PHASE3D	ENST00000355082	SC8129b9f1acba	2
FROZEN_PHASE3D	ENST00000355091	SC0d598535745a	0
FROZEN_PHASE3D	ENST00000355105	SC3d4b27314c64	4
FROZEN_PHASE3D	ENST00000355151	SC046cb0efc6cc	4
FROZEN_PHASE3D	ENST00000355228	SC8d6418536d64	1
FROZEN_PHASE3D	ENST00000355238	SCd1614a892233	3
FROZEN_PHASE3D	ENST00000355257	SC025cc3c7d016	2
FROZEN_PHASE3D	ENST00000355264	SC70fa0a8b989e	0
FROZEN_PHASE3D	ENST00000355265	SCfea40dc054bd	4
FROZEN_PHASE3D	ENST00000355338	SC0f3def6ffb9d	2
FROZEN_PHASE3D	ENST00000355379	SCd4ab70310739	2
FROZEN_PHASE3D	ENST00000355491	SCf40ed24be9f6	3
FROZEN_PHASE3D	ENST00000355527	SCdc49a00cf25a	3
FROZEN_PHASE3D	ENST00000355572	SCc4ae6a5f6bd4	2
FROZEN_PHASE3D	ENST00000355621	SC68994443d709	1
FROZEN_PHASE3D	ENST00000355653	SC7b0299093053	3
FROZEN_PHASE3D	ENST00000355674	SCa6d9093e681e	2
FROZEN_PHASE3D	ENST00000355693	SCa93b38429683	2
FROZEN_PHASE3D	ENST00000355697	SCef6906c69a50	4
FROZEN_PHASE3D	ENST00000355731	SC18aabe8583f2	3
FROZEN_PHASE3D	ENST00000355749	SC5cdfdfc1d0ad	3
FROZEN_PHASE3D	ENST00000355801	SC1256b698f6b5	1
FROZEN_PHASE3D	ENST00000355836	SC08838bf95953	0
FROZEN_PHASE3D	ENST00000355841	SCc4ae6a5f6bd4	2
FROZEN_PHASE3D	ENST00000355848	SC6e4dd78135bb	0
FROZEN_PHASE3D	ENST00000355857	SC1ceded70475a	3
FROZEN_PHASE3D	ENST00000355904	SCee1731da3883	3
FROZEN_PHASE3D	ENST00000355937	SC4ba6e2d18e0d	3
FROZEN_PHASE3D	ENST00000355938	SC8c5b61278da7	3
FROZEN_PHASE3D	ENST00000355968	SCb0ab25fc81e7	2
FROZEN_PHASE3D	ENST00000356000	SCeb8b8eb37189	0
FROZEN_PHASE3D	ENST00000356033	SCf73cef0b6a41	3
FROZEN_PHASE3D	ENST00000356053	SC8d2d5afa86fa	1
FROZEN_PHASE3D	ENST00000356142	SC985a98d0a9ea	4
FROZEN_PHASE3D	ENST00000356208	SCf3f477fea99b	1
FROZEN_PHASE3D	ENST00000356244	SC97be73d5728c	3
FROZEN_PHASE3D	ENST00000356245	SC5bc812a6ed60	1
FROZEN_PHASE3D	ENST00000356303	SCdfa7aa5121e4	4
FROZEN_PHASE3D	ENST00000356413	SC9ab3fa56ba4a	0
FROZEN_PHASE3D	ENST00000356432	SC0db3f882f206	2
FROZEN_PHASE3D	ENST00000356464	SC1b27c4b26b00	3
FROZEN_PHASE3D	ENST00000356487	SC39722a204235	1
FROZEN_PHASE3D	ENST00000356493	SC68739ae43af4	3
FROZEN_PHASE3D	ENST00000356508	SCa75ba4b08476	1
FROZEN_PHASE3D	ENST00000356509	SC6571c14286d7	0
FROZEN_PHASE3D	ENST00000356607	SC1b27f9172681	3
FROZEN_PHASE3D	ENST00000356628	SCfc53726ca795	3
FROZEN_PHASE3D	ENST00000356634	SCe72c9e385b5d	0
FROZEN_PHASE3D	ENST00000356638	SC79e1fb8d8ecf	4
FROZEN_PHASE3D	ENST00000356648	SCa61d2bfad07c	4
FROZEN_PHASE3D	ENST00000356657	SC2c0f87e69ed0	2
FROZEN_PHASE3D	ENST00000356661	SCab362b409652	4
FROZEN_PHASE3D	ENST00000356663	SC199ac47faa87	3
FROZEN_PHASE3D	ENST00000356674	SC5c34f92cc6b5	1
FROZEN_PHASE3D	ENST00000356708	SC290aec359081	1
FROZEN_PHASE3D	ENST00000356714	SC094c0a4839d4	1
FROZEN_PHASE3D	ENST00000356736	SCafbabba4553e	3
FROZEN_PHASE3D	ENST00000356769	SC4d33916a7823	4
FROZEN_PHASE3D	ENST00000356783	SC755cfaacc280	3
FROZEN_PHASE3D	ENST00000356797	SC8242c4938698	4
FROZEN_PHASE3D	ENST00000356839	SC3da073709cfa	4
FROZEN_PHASE3D	ENST00000356887	SC7add9501f11f	0
FROZEN_PHASE3D	ENST00000356936	SCb5fb18bbb653	3
FROZEN_PHASE3D	ENST00000356948	SCd93f5594e335	2
FROZEN_PHASE3D	ENST00000356950	SCb46acf008559	1
FROZEN_PHASE3D	ENST00000356978	SC82d383c975c0	3
FROZEN_PHASE3D	ENST00000357028	SC382e2183a93f	1
FROZEN_PHASE3D	ENST00000357037	SC5b525f23a3b0	1
FROZEN_PHASE3D	ENST00000357065	SC8d2d5afa86fa	1
FROZEN_PHASE3D	ENST00000357067	SC51515bb485a1	0
FROZEN_PHASE3D	ENST00000357103	SC6ad03842d7f7	2
FROZEN_PHASE3D	ENST00000357156	SCdecc97b6d058	4
