cross_mean_joint_callable	cross_mean_low_quartile_overlap	cross_mean_spearman	cross_mean_upper_quartile_overlap	cross_rep1_joint_callable	cross_rep1_low_quartile_overlap	cross_rep1_spearman	cross_rep1_upper_quartile_overlap	cross_rep2_joint_callable	cross_rep2_low_quartile_overlap	cross_rep2_spearman	cross_rep2_upper_quartile_overlap	five_prime_100_eligible	five_prime_100_rep1_joint_callable	five_prime_100_rep1_low_quartile_overlap	five_prime_100_rep1_spearman	five_prime_100_rep1_upper_quartile_overlap	five_prime_100_rep2_joint_callable	five_prime_100_rep2_low_quartile_overlap	five_prime_100_rep2_spearman	five_prime_100_rep2_upper_quartile_overlap	gene_id	gse132099_callable	gse132099_id	gse149767_profile	gse149767_rep1_callable	gse149767_rep2_callable	length	three_prime_100_eligible	three_prime_100_rep1_joint_callable	three_prime_100_rep1_low_quartile_overlap	three_prime_100_rep1_spearman	three_prime_100_rep1_upper_quartile_overlap	three_prime_100_rep2_joint_callable	three_prime_100_rep2_low_quartile_overlap	three_prime_100_rep2_spearman	three_prime_100_rep2_upper_quartile_overlap	within_gse149767_joint_callable	within_gse149767_low_quartile_overlap	within_gse149767_spearman	within_gse149767_upper_quartile_overlap
440	0.08409090909090909	0.3427705814162998	0.12045454545454545	542	0.08487084870848709	0.41265979689559784	0.13837638376383765	440	0.075	0.26190653613520926	0.10454545454545454		81	0.09876543209876543	0.47385049390128475	0.14814814814814814	81	0.12345679012345678	0.3774312047697022	0.16049382716049382	ENSG00000234741	596	ENST00000450589	chr1-.NR_002578	542	440	632	False									440	0.18409090909090908	0.7775228218872943	0.17727272727272728
530	0.10566037735849057	0.2529844339877064	0.10943396226415095	568	0.11267605633802817	0.2708274894417993	0.1056338028169014	857	0.09334889148191365	0.20395694649391446	0.10268378063010501	False									ENSG00000034713	966	ENST00000037243	chr16+.NM_007285	568	857	1002	False									530	0.12452830188679245	0.5540122007974637	0.1339622641509434
1509	0.10603048376408217	0.2708444620181713	0.11332007952286283	1509	0.11464546056991386	0.318167755611473	0.11464546056991386	1523	0.09258043335521995	0.1714532050129841	0.09914642153644124	False									ENSG00000136929	2269	ENST00000616898	chr9-.NM_197978	1513	1527	2305		70	0.18571428571428572	0.29884941493898237	0.08571428571428572	70	0.17142857142857143	0.1661285209220851	0.08571428571428572	1513	0.1394580304031725	0.6092046217325688	0.15730337078651685
683	0.1478770131771596	0.307674414894343	0.11273792093704246	683	0.16398243045387995	0.3744126587751319	0.12005856515373353	878	0.1264236902050114	0.22413502934789536	0.10250569476082004		44	0.13636363636363635	0.41070172375722164	0.11363636363636363	77	0.1038961038961039	0.31418654468329044	0.1038961038961039	ENSG00000249915	895	ENST00000618970	chr5+.NM_001267557	687	882	931		70	0.14285714285714285	0.47387160524365424	0.11428571428571428	70	0.11428571428571428	0.2590619585599872	0.11428571428571428	687	0.15429403202328967	0.6889949911296812	0.1703056768558952
1856	0.0894396551724138	0.27031475826619344	0.11907327586206896	1856	0.09967672413793104	0.3257802036925743	0.12607758620689655	1856	0.07704741379310345	0.1809227309520451	0.10290948275862069		73	0.1232876712328767	0.6174477785905944	0.1643835616438356	73	0.136986301369863	0.571820878188676	0.1506849315068493	ENSG00000170312	1877	ENST00000395284	chr10+.NM_001786	1860	1860	1913		70	0.15714285714285714	0.40644952139245727	0.12857142857142856	70	0.15714285714285714	0.343781414183413	0.12857142857142856	1860	0.1510752688172043	0.6680039866895569	0.16075268817204302
852	0.08450704225352113	0.39557644219591237	0.1431924882629108	852	0.08685446009389672	0.4253330508706745	0.1431924882629108	854	0.07259953161592506	0.3121565733183877	0.12763466042154567		81	0.1111111111111111	0.4090924585400054	0.13580246913580246	81	0.1111111111111111	0.32076877071816123	0.12345679012345678	ENSG00000116221	1447	ENST00000360840	chr1+.NM_016491	852	854	1483	False									852	0.1572769953051643	0.710098320359713	0.17253521126760563
3027	0.10208126858275521	0.29409308745449153	0.12454575487281136	3030	0.1075907590759076	0.3294729606574399	0.12937293729372937	3030	0.09405940594059406	0.21690080245785756	0.11155115511551156	False									ENSG00000112118	3087	ENST00000616552	chr6-.NM_002388	3030	3030	3208		60	0.13333333333333333	0.516351262410785	0.15	57	0.08771929824561403	0.3940995100555239	0.14035087719298245	3027	0.14073339940535184	0.621440920980366	0.16121572514040303
1676	0.07696897374701671	0.34757501509624583	0.1282816229116945	1676	0.08472553699284009	0.41054940610460056	0.1324582338902148	1791	0.06476828587381352	0.22352756468686288	0.11334450027917364	False									ENSG00000169813	2640	ENST00000544000	chr10-.NM_001098207	1676	1791	2676	False									1676	0.14916467780429593	0.6739010708368653	0.17362768496420047
1600	0.108125	0.3675486610220665	0.123125	1600	0.109375	0.4020589780674622	0.12875	1600	0.096875	0.2753601552072045	0.110625		60	0.05	0.35840813992252496	0.13333333333333333	60	0.1	0.57659518619041	0.15	ENSG00000103035	1634	ENST00000219313	chr16+.NM_002811	1604	1604	1670		70	0.14285714285714285	0.30545620123614875	0.11428571428571428	70	0.08571428571428572	0.12167789207943813	0.1	1604	0.1440149625935162	0.6410974110618917	0.16022443890274315
1669	0.10005991611743559	0.4548198176800203	0.140203714799281	1676	0.10381861575178998	0.4822719883118484	0.14140811455847255	1671	0.09036505086774387	0.36277291693688063	0.12806702573309395	False									ENSG00000130560	1831	ENST00000371756	chr9-.NM_016172	1680	1675	1867		70	0.08571428571428572	0.43362088814460265	0.15714285714285714	70	0.07142857142857142	0.08297608052869963	0.1	1673	0.17274357441721458	0.7505030055326636	0.18410041841004185
1510	0.10529801324503311	0.2684425791961482	0.11258278145695365	1514	0.10435931307793923	0.2603258649340896	0.11690885072655217	1510	0.09602649006622517	0.18956958208786565	0.1		75	0.13333333333333333	0.4743031190639752	0.10666666666666667	71	0.14084507042253522	0.5538617697516193	0.14084507042253522	ENSG00000145220	1533	ENST00000343470	chr4-.NM_017816	1518	1514	1569		70	0.18571428571428572	0.3196491066885078	0.12857142857142856	70	0.17142857142857143	0.17721915072402647	0.08571428571428572	1514	0.13276089828269486	0.5561642018356461	0.14200792602377807
416	0.08173076923076923	0.37078119808349985	0.12980769230769232	458	0.09170305676855896	0.40212012749012344	0.14410480349344978	416	0.07451923076923077	0.2787177151214954	0.10336538461538461		78	0.11538461538461539	0.33491574725863016	0.11538461538461539	78	0.11538461538461539	0.41161289219658176	0.1282051282051282	ENSG00000243147	482	ENST00000296102	chr2+.NM_004891	458	416	518	False									416	0.14903846153846154	0.6742740956404496	0.16105769230769232
948	0.0981012658227848	0.28766140782654814	0.1160337552742616	963	0.10072689511941849	0.32130139095821053	0.11941848390446522	954	0.08280922431865828	0.20132647623419456	0.10167714884696016		39	0.1282051282051282	0.27634857591782774	0.1282051282051282	45	0.1111111111111111	0.2671751574291872	0.1111111111111111	ENSG00000128654	1551	ENST00000420864	chr2+.NM_001006635	963	954	1592	False									948	0.14873417721518986	0.6239230340721645	0.14556962025316456
